Supply 04/17/2019,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,
Renewables,5316,5332,5317,5344,5351,5368,5341,5311,5297,5274,5259,5262,5316,5313,5343,5361,5382,5384,5335,5287,5244,5219,5186,5167,5093,5047,4991,4909,4820,4743,4701,4694,4635,4653,4721,4695,4677,4658,4683,4735,4773,4830,4923,4977,5046,5134,5163,5190,5125,5050,4973,4926,4895,4866,4855,4898,4927,4947,4958,5011,4994,4992,5023,4991,4947,4914,4918,4907,4885,4880,4855,4793,4715,4644,4573,4452,4331,4237,4193,4263,4414,4597,4807,4991,5173,5448,5802,6100,6440,6804,7217,7660,8029,8481,8868,9266,9671,10028,10367,10606,10871,11072,11332,11561,11648,11903,12090,12210,12257,12358,12416,12445,12621,12639,12654,12701,12773,12756,12781,12976,13040,13102,13194,13188,13209,13203,13307,13314,13361,13342,13246,13220,13143,13457,13628,13666,13786,13767,13664,13604,13504,13415,13373,13279,13204,13071,13097,13244,13444,13514,13544,13582,13616,13592,13579,13474,13519,13503,13484,13468,13480,13480,13492,13455,13468,13441,13478,13501,13526,13598,13629,13654,13602,13590,13545,13322,13272,13242,13193,13174,13142,12997,12860,12903,12833,12826,12940,12943,12801,12775,12828,12891,12829,12516,12337,12276,12080,12025,12083,12169,12143,12185,12142,12048,11870,11312,10812,10608,10471,10643,10588,10301,10042,9703,9315,8928,8524,8113,7678,7262,6930,6529,6057,5558,5154,4735,4316,3982,3774,3546,3413,3332,3265,3212,3197,3148,3155,3220,3214,3184,3173,3258,3312,3399,3525,3665,3751,3868,3904,3991,4057,4115,4211,4267,4314,4296,4315,4299,4123,4104,4142,4096,4028,3942,3794,3748,3623,3525,3443,3377,3329,3305,3258,3233,3212,3177,3191,3262,3243,3197,3178,3223,3206,3186,3173,3139,3098,3019,
Natural gas,2969,2882,2647,2616,2582,2501,2452,2365,2341,2375,2369,2337,2336,2343,2352,2344,2294,2295,2287,2300,2319,2288,2303,2310,2326,2342,2324,2339,2350,2305,2290,2295,2274,2376,2396,2313,2282,2265,2194,2146,2129,2105,2081,2070,2079,2080,2084,2107,2091,2182,2234,2244,2288,2293,2342,2349,2298,2357,2379,2181,2083,2241,2163,2144,2177,2317,2467,2529,2566,2620,2763,2793,2894,3040,3040,3016,3085,3154,3239,3259,3077,2947,2899,2857,2824,2888,2758,2753,2730,2568,2626,2519,2364,2193,2157,2273,2249,2126,1809,1793,1842,1786,1785,1788,1728,1680,1699,1964,1988,1854,1921,1945,1947,1851,1914,1909,1878,1878,1878,1803,1768,1684,1787,1748,1744,1713,1703,1678,1661,1643,1610,1594,1572,1534,1628,1590,1554,1605,1606,1643,1762,1773,1756,1803,1819,1836,1787,1770,1852,2242,2354,2390,2302,2259,2326,2347,2365,2383,2439,2438,2439,2418,2423,2372,2420,2499,2482,2399,2389,2410,2401,2383,2398,2386,2430,2664,2703,2788,2812,2862,2825,2933,2849,2878,2857,2863,2857,2903,2912,2932,2903,2815,2902,3052,3201,3329,3459,3407,3433,3489,3554,3592,3592,3525,3579,3547,3376,3533,3462,3236,3260,3344,3445,3514,3717,3925,3942,4149,4363,4535,5021,5058,5343,5781,6257,6495,6845,7076,7269,7445,7446,7512,7643,7696,7686,7958,8146,8129,8220,8410,8522,8365,8284,8077,7791,7638,7798,7515,7513,7401,7381,7359,7376,7226,6964,7001,6845,6491,6469,6410,6257,6110,5936,5817,5682,5334,5170,5150,5068,4947,4769,4455,4370,4500,4620,4628,4587,4536,4554,4557,4504,4356,4208,4126,4035,3976,3954,4012
Large hydro,4378,4397,4484,4580,4683,4702,4700,4672,4658,4663,4653,4651,4653,4623,4623,4603,4590,4585,4588,4597,4593,4582,4577,4581,4583,4602,4620,4608,4609,4609,4612,4604,4545,4481,4578,4617,4616,4622,4622,4610,4604,4549,4549,4478,4474,4461,4477,4565,4608,4697,4710,4699,4721,4720,4714,4747,4661,4607,4622,4726,4718,4713,4728,4719,4727,4717,4719,4695,4696,4698,4681,4646,4607,4660,4733,4732,4751,4814,4779,4753,4776,4766,4751,4744,4716,4839,4855,4796,4793,4701,4559,4586,4585,4422,4268,4265,4331,4257,4206,4160,4088,3980,3875,3927,3961,3861,3682,3686,3834,3839,3710,3705,3731,3719,3626,3546,3555,3555,3576,3535,3587,3412,3368,3315,3300,3234,3179,3073,3026,3017,3027,3049,3093,2992,3083,3105,2991,3003,3025,2951,2997,3032,3005,3011,3009,3092,3114,3127,2940,2817,2719,2671,2721,2714,2746,2759,2728,2701,2750,2822,2867,2866,2826,2783,2775,2762,2810,2810,2783,2786,2813,2854,2884,2959,3010,2958,2985,2934,2927,3019,2949,2988,3019,3048,3101,3114,3105,3096,3153,3167,3140,3126,3068,3027,2961,2939,2978,3016,3025,3042,3036,3118,3234,3161,3108,3367,3477,3472,3795,3811,3878,4088,4296,4355,4355,4354,4275,4128,4053,4108,4439,4723,4771,4676,4720,4734,4766,4789,4759,4824,4830,4789,4769,4794,4885,4894,4896,4935,4891,4856,4842,4878,4875,4847,4836,4851,4844,4754,4690,4686,4686,4681,4661,4711,4699,4689,4733,4779,4738,4730,4768,4764,4769,4788,4881,4880,4931,4943,4921,4833,4684,4602,4602,4495,4455,4520,4620,4682,4707,4678,4655,4696,4700,4683,4676,4669,4614,4590
Imports,6588,6616,6741,6630,6456,6373,6329,6400,6471,6373,6332,6310,6180,6210,6151,6106,6052,5967,6002,6014,6045,6041,5973,5965,5981,5971,5920,5916,5936,6069,6117,6123,6162,6170,6041,6013,6007,6027,6048,6038,6054,6041,5956,5886,5911,5852,5814,5720,5714,5738,5897,6033,6043,6093,6044,6062,6204,6218,6293,6329,6518,6632,6964,7187,7356,7311,7303,7398,7509,7535,7537,7670,7855,8233,8499,8791,8988,9011,9074,9103,9218,9117,9037,9051,9024,8857,8687,8465,8224,8040,7754,7371,7096,6857,6648,6154,5623,5437,5448,5196,4970,4814,4555,4183,4087,3930,3831,3667,3411,3466,3386,3228,2985,2884,2796,2852,2873,2873,2742,2548,2318,2434,2380,2300,2208,2256,2169,2291,2294,2244,2422,2417,2473,2168,1870,1750,1710,1677,1715,1811,1838,1881,1885,1928,1863,1938,1996,1838,1750,1746,1684,1681,1685,1712,1691,1696,1670,1776,1750,1739,1724,1753,1785,1961,1945,1951,1947,1906,1890,1938,1895,1892,1936,1947,1904,1944,1952,1963,1975,1966,2088,2192,2323,2369,2448,2467,2347,2332,2470,2498,2537,2670,2715,2999,3216,3244,3403,3523,3478,3410,3468,3453,3474,3732,3953,4267,4675,4895,4772,4715,4709,4925,5032,5275,5558,5860,6316,6588,6882,7240,7131,7255,7392,7676,7694,7911,8036,8153,8325,8420,8609,8742,8832,8946,9017,8887,8936,8955,9057,9056,9083,9145,9189,9204,9234,9144,9090,9131,9056,9058,9010,8841,8717,8646,8726,8631,8690,8855,8871,8907,8908,8918,8959,8959,9008,9298,9355,9356,9439,9496,9618,9781,9738,9725,9610,9412,9238,8998,8777,8702,8663,8527,8570,8554,8562,8546,8483,8358
Nuclear,2289,2288,2288,2286,2286,2287,2286,2285,2287,2286,2287,2286,2286,2286,2286,2286,2284,2284,2285,2286,2284,2285,2286,2286,2285,2284,2285,2285,2285,2286,2284,2286,2286,2287,2286,2286,2287,2287,2287,2285,2286,2287,2287,2287,2287,2287,2286,2287,2286,2286,2285,2286,2285,2285,2285,2286,2286,2286,2285,2286,2286,2285,2287,2285,2285,2286,2287,2287,2286,2287,2287,2286,2285,2286,2285,2286,2285,2285,2286,2286,2285,2285,2286,2286,2287,2286,2285,2287,2287,2286,2285,2285,2285,2284,2285,2285,2285,2285,2284,2284,2283,2285,2286,2285,2285,2285,2286,2286,2285,2286,2287,2286,2286,2286,2287,2287,2287,2287,2286,2286,2287,2286,2285,2285,2284,2285,2284,2284,2284,2284,2284,2284,2283,2284,2284,2283,2284,2284,2284,2284,2283,2284,2285,2284,2284,2284,2284,2284,2283,2283,2284,2284,2283,2284,2285,2285,2284,2286,2285,2285,2286,2285,2285,2285,2284,2283,2284,2283,2284,2283,2283,2283,2283,2283,2283,2284,2283,2284,2284,2283,2283,2283,2284,2284,2285,2284,2284,2285,2284,2285,2284,2284,2283,2284,2283,2285,2285,2284,2285,2286,2286,2284,2284,2284,2284,2284,2283,2285,2284,2285,2284,2285,2285,2284,2285,2285,2284,2284,2285,2283,2283,2282,2282,2281,2281,2281,2281,2280,2281,2281,2280,2282,2281,2283,2283,2283,2283,2283,2283,2284,2284,2284,2284,2284,2284,2284,2285,2285,2285,2286,2285,2285,2285,2285,2285,2286,2286,2285,2285,2286,2286,2286,2285,2285,2285,2284,2284,2284,2284,2285,2285,2287,2285,2285,2285,2286,2285,2286,2286,2286,2287,2286,2286,2286,2286,2286,2287,2287
Coal,10,10,9,9,10,10,10,9,9,9,10,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,9,9,10,9,9,9,9,10,10,10,10,10,9,9,10,9,9,9,10,10,10,9,9,10,10,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,9,10,9,9,9,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,12,12,13,11,11,11,10,10,9,10,10,10,9,9,9,9,9,9,10,9,9,9,10,9,9,9,9,8,9,10,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,10,10,9,9,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,11,11,11,10,9,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,8,8,8,8,9,8,8,8,9,8,9,8,9,8,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
